@relation ,?
@attribute src_ip string
@attribute src_port numeric
@attribute dst_ip string
@attribute dst_port numeric
@attribute proto_number numeric
@attribute duration numeric
@attribute cof {N/A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127}
@attribute total_f_packets numeric
@attribute total_b_packets numeric
@attribute total_f_bytes numeric
@attribute total_b_bytes numeric
@attribute pps_f numeric
@attribute pps_b numeric
@attribute bps_f numeric
@attribute bps_b numeric
@attribute rfb_packets numeric
@attribute rfb_bytes numeric
@attribute min_f_pkt numeric
@attribute mean_f_pkt numeric
@attribute max_f_pkt numeric
@attribute std_f_pkt numeric
@attribute min_b_pkt numeric
@attribute mean_b_pkt numeric
@attribute max_b_pkt numeric
@attribute std_b_pkt numeric
@attribute min_f_time numeric
@attribute mean_f_time numeric
@attribute max_f_time numeric
@attribute std_f_time numeric
@attribute min_b_time numeric
@attribute mean_b_time numeric
@attribute max_b_time numeric
@attribute std_b_time numeric
@attribute psh_f_cnt numeric
@attribute urg_f_cnt numeric
@attribute psh_b_cnt numeric
@attribute urg_b_cnt numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood}
@data
% ../live_capture_input\Thu_03_29_2018_16_45_20.19.pcapng
192.168.254.100,56732,47.89.39.18,80,6,0.11399221420288086,26,4,2,306,1392,35.09011582914678,34.28357507468847,2684.393860929729,23861.36825198318,2.0,0.21982758620689655,40,76.5,174,56.50442460551209,52,696.0,1340,644.0,0.0007729530334472656,0.03799740473429362,0.057601213455200195,0.02633411083127127,0.05833697319030762,0.05833697319030762,0.05833697319030762,0.0,1,0,1,0,?
192.168.254.100,56723,209.59.186.200,443,6,20.68225598335266,31,6,6,553,434,0.29010374907019115,0.2934872968710777,26.737895539302617,21.22891447367462,1.0,1.2741935483870968,40,92.16666666666667,282,87.42695363686316,40,72.33333333333333,185,52.06619718098191,0.0040950775146484375,4.136451196670532,19.964235067367554,7.91441057896327,9.5367431640625e-07,4.088762998580933,19.933927059173584,7.923401502924294,2,0,2,0,?
192.168.254.100,56704,209.59.186.200,443,6,3.1579811573028564,31,10,9,1806,4130,3.1665800085206084,3.0798198551008418,571.8843495388219,1413.2951112851642,1.1111111111111112,0.43728813559322033,40,180.6,866,254.86788734558144,40,458.8888888888889,1450,573.3281868847399,0.00019407272338867188,0.35088679525587296,1.9906129837036133,0.5971676145472561,9.5367431640625e-07,0.3652811050415039,2.307664155960083,0.7408825041580245,3,0,4,0,?
192.168.254.100,56730,184.87.241.236,443,6,0.23018288612365723,26,8,8,985,5550,34.75497303349606,48.51724845936512,4279.206054749202,33658.841118684555,1.0,0.17747747747747747,40,123.125,349,112.07300912797871,40,693.75,1450,572.5527814097143,0.0037992000579833984,0.03288326944623675,0.12926602363586426,0.04089315185630467,1.9073486328125e-06,0.023555687495640347,0.09025192260742188,0.030235564268056365,3,0,4,0,?
192.168.254.100,56707,209.59.186.200,443,6,3.4288220405578613,27,10,10,1806,4026,3.1288435866898765,3.13191165005358,565.0691517561917,1260.9076303115712,1.0,0.4485842026825633,40,180.6,866,254.86788734558144,40,402.6,1450,542.0540932416247,0.00023412704467773438,0.3551187780168321,1.9895191192626953,0.5972381173602572,9.5367431640625e-07,0.3547708988189697,2.310026168823242,0.6993569590057415,3,0,4,0,?
192.168.254.100,56679,151.101.65.28,443,6,0.06848788261413574,16,1,1,41,52,0.0,0.0,0.0,0.0,1.0,0.7884615384615384,41,41.0,41,0.0,52,52.0,52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,?
192.168.254.100,56709,209.59.186.200,443,6,1.9494671821594238,31,10,9,1982,3906,5.129606741531809,5.225260711174182,1016.6880561716046,2267.763148649595,1.1111111111111112,0.5074244751664106,40,198.2,1042,303.1032167430758,40,434.0,1450,549.3157359640973,0.0004749298095703125,0.2166074646843804,0.8105101585388184,0.25317014598562615,1.1920928955078125e-06,0.21530026197433472,1.1185510158538818,0.35455548600352355,3,0,4,0,?
192.168.254.100,56720,209.59.186.200,443,6,0.845369815826416,31,8,8,1459,1526,9.463313984281974,12.854858130610328,1725.8718878834252,2452.06418841392,1.0,0.9560943643512451,40,182.375,866,269.7915572715351,40,190.75,1052,328.80037636839774,0.00010800361633300781,0.12076711654663086,0.31625986099243164,0.12198920417421288,9.5367431640625e-07,0.08890468733651298,0.22937798500061035,0.0961168225447677,3,0,3,0,?
192.168.254.100,56736,184.85.122.114,443,6,0.6267399787902832,26,12,16,1212,15466,19.146696247400843,29.977367620053325,1933.8163209874851,28976.872975734048,0.75,0.07836544678649941,40,101.0,440,118.67462520129004,40,966.625,1450,607.4664471186866,0.0028228759765625,0.056976361708207565,0.3091862201690674,0.08487440764803322,0.0004780292510986328,0.03558239936828613,0.2144169807434082,0.058855734814006695,3,0,5,0,?
192.168.254.100,53786,192.168.254.254,53,17,0.0029850006103515625,N/A,1,1,60,76,0.0,0.0,0.0,0.0,1.0,0.7894736842105263,60,60.0,60,0.0,76,76.0,76,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,?
192.168.254.100,56712,209.59.186.200,443,6,1.13680100440979,27,8,8,1459,1526,8.894186938802559,8.927942792084103,1622.0773429641165,1703.0050875900426,1.0,0.9560943643512451,40,182.375,866,269.7915572715351,40,190.75,1052,328.80037636839774,0.00026106834411621094,0.12849484171186173,0.4147930145263672,0.1556429030718381,2.1457672119140625e-06,0.1280090127672468,0.2423231601715088,0.11256926928487375,3,0,3,0,?
192.168.254.100,56725,209.59.186.200,443,6,20.658461093902588,31,6,6,553,434,0.29044204697729264,0.2938080381028937,26.76907532974047,21.25211475610931,1.0,1.2741935483870968,40,92.16666666666667,282,87.42695363686316,40,72.33333333333333,185,52.06619718098191,0.004310131072998047,4.131633186340332,19.942020893096924,7.905709113960687,3.0994415283203125e-06,4.0842994213104244,19.913296937942505,7.915318620341929,2,0,2,0,?
192.168.254.105,137,192.168.254.255,137,17,7.168025016784668,N/A,9,0,702,0,1.255575975101311,0.0,97.93492605790225,0.0,0.0,0.0,78,78.0,78,0.0,0,0,0,0,0.7167849540710449,0.8960031270980835,1.843031883239746,0.3610641158854373,0,0,0,0,-1,-1,-1,-1,?
192.168.254.100,56724,209.59.186.200,443,6,20.641916036605835,31,6,6,553,434,0.29067069110056243,0.29384881824448916,26.790148696435168,21.255064519684716,1.0,1.2741935483870968,40,92.16666666666667,282,87.42695363686316,40,72.33333333333333,185,52.06619718098191,0.0044820308685302734,4.128383207321167,19.96505904197693,7.918794863965832,9.5367431640625e-07,4.083732604980469,19.93113088607788,7.92443831229219,2,0,2,0,?
